college,department,course_number,pk_x_hi,pk_x_lo,pk_y_hi,pk_y_lo,professor,grade,major
ENG,Systems Engineering,101,0x2e012a22aa20dec3690aa04a8d627df0,0x6b9dede7bb918a225a50884c18962d72,0x8f2d35931c5a5efabf035189dc13e6fa,0x590e58023a081709a4a16bc19776cf58,Dr. Grace Wilson,A-,Electrical and Computer Engineering
CAS,Mathematics,202,0x4d4cd0b0e43ffcac36d9c31a28ed935b,0x2d80ec6cfca842d3a63da15af3cacafc,0xbe16d8c33d5d084f64e3c054c2ee4ac8,0x39df69e072c55638aba164dfd54e38,Dr. Carol Williams,B+,Biomedical Engineering
ENG,Electrical and Computer Engineering,102,0x4d4cd0b0e43ffcac36d9c31a28ed935b,0x2d80ec6cfca842d3a63da15af3cacafc,0xbe16d8c33d5d084f64e3c054c2ee4ac8,0x39df69e072c55638aba164dfd54e38,Dr. Bob Johnson,A-,Biomedical Engineering
CAS,English,201,0x4d4cd0b0e43ffcac36d9c31a28ed935b,0x2d80ec6cfca842d3a63da15af3cacafc,0xbe16d8c33d5d084f64e3c054c2ee4ac8,0x39df69e072c55638aba164dfd54e38,Dr. Henry Moore,A-,Biomedical Engineering
ENG,Systems Engineering,101,0x4d4cd0b0e43ffcac36d9c31a28ed935b,0x2d80ec6cfca842d3a63da15af3cacafc,0xbe16d8c33d5d084f64e3c054c2ee4ac8,0x39df69e072c55638aba164dfd54e38,Dr. Grace Wilson,C,Biomedical Engineering
CAS,Economics,202,0xca599c600f7c4bda37a9c16df11b1497,0x9b4a1f0e24593c0456c5bd9b32eb5f8,0x52edb208c104fd70d7a2f60f0c796a6d,0xa40f430365f48e4fb1e8ad7d6242485d,Dr. Carol Williams,A-,Systems Engineering
CAS,Mathematics,301,0xca599c600f7c4bda37a9c16df11b1497,0x9b4a1f0e24593c0456c5bd9b32eb5f8,0x52edb208c104fd70d7a2f60f0c796a6d,0xa40f430365f48e4fb1e8ad7d6242485d,Dr. Bob Johnson,B+,Systems Engineering
CAS,English,302,0xca599c600f7c4bda37a9c16df11b1497,0x9b4a1f0e24593c0456c5bd9b32eb5f8,0x52edb208c104fd70d7a2f60f0c796a6d,0xa40f430365f48e4fb1e8ad7d6242485d,Dr. David Brown,B+,Systems Engineering
ENG,Mechanical Engineering,202,0xca599c600f7c4bda37a9c16df11b1497,0x9b4a1f0e24593c0456c5bd9b32eb5f8,0x52edb208c104fd70d7a2f60f0c796a6d,0xa40f430365f48e4fb1e8ad7d6242485d,Dr. Bob Johnson,C+,Systems Engineering
ENG,Mechanical Engineering,202,0x1db87fc31412fa065b0c0235d1cedb11,0x1646686379c2b970d236c8292c8f813b,0x90fd9781e2efae96124c2df73d47da7f,0x67c8ee7b14dcd2786a8527a1ab4da2e5,Dr. Bob Johnson,B-,Mechanical Engineering
CAS,Computer Science,102,0x1db87fc31412fa065b0c0235d1cedb11,0x1646686379c2b970d236c8292c8f813b,0x90fd9781e2efae96124c2df73d47da7f,0x67c8ee7b14dcd2786a8527a1ab4da2e5,Dr. Emma Davis,C+,Mechanical Engineering
ENG,Electrical and Computer Engineering,201,0x1db87fc31412fa065b0c0235d1cedb11,0x1646686379c2b970d236c8292c8f813b,0x90fd9781e2efae96124c2df73d47da7f,0x67c8ee7b14dcd2786a8527a1ab4da2e5,Dr. Henry Moore,B,Mechanical Engineering
ENG,Electrical and Computer Engineering,102,0x1db87fc31412fa065b0c0235d1cedb11,0x1646686379c2b970d236c8292c8f813b,0x90fd9781e2efae96124c2df73d47da7f,0x67c8ee7b14dcd2786a8527a1ab4da2e5,Dr. Grace Wilson,C+,Mechanical Engineering
CAS,English,202,0xc64c2280b8dafb85522d47f4674a29de,0xd652275b2dff709930ed7b4f3f3c8925,0x3f63fdc919bb98872464b49c3aac4062,0x35234331dea47cc0e2cbca6e0e92c13c,Dr. David Brown,C+,Biomedical Engineering
CAS,Mathematics,101,0xc64c2280b8dafb85522d47f4674a29de,0xd652275b2dff709930ed7b4f3f3c8925,0x3f63fdc919bb98872464b49c3aac4062,0x35234331dea47cc0e2cbca6e0e92c13c,Dr. Bob Johnson,A,Biomedical Engineering
CAS,English,101,0xc64c2280b8dafb85522d47f4674a29de,0xd652275b2dff709930ed7b4f3f3c8925,0x3f63fdc919bb98872464b49c3aac4062,0x35234331dea47cc0e2cbca6e0e92c13c,Dr. Henry Moore,B+,Biomedical Engineering
CAS,English,201,0xc64c2280b8dafb85522d47f4674a29de,0xd652275b2dff709930ed7b4f3f3c8925,0x3f63fdc919bb98872464b49c3aac4062,0x35234331dea47cc0e2cbca6e0e92c13c,Dr. Henry Moore,A,Biomedical Engineering
CAS,Mathematics,102,0x9254b1502a9b0bfeb0cbe4d4cfbbe8fb,0x51fa5638b397022d2f58802560d0d025,0xb1d23509711b7b9a35c02be1ca059628,0x8f91b03bc7d25f3c80ed437998b28734,Dr. Alice Smith,C-,Economics
CAS,Mathematics,101,0x9254b1502a9b0bfeb0cbe4d4cfbbe8fb,0x51fa5638b397022d2f58802560d0d025,0xb1d23509711b7b9a35c02be1ca059628,0x8f91b03bc7d25f3c80ed437998b28734,Dr. David Brown,B,Economics
ENG,Biomedical Engineering,201,0x9254b1502a9b0bfeb0cbe4d4cfbbe8fb,0x51fa5638b397022d2f58802560d0d025,0xb1d23509711b7b9a35c02be1ca059628,0x8f91b03bc7d25f3c80ed437998b28734,Dr. Carol Williams,F,Economics
CAS,English,201,0x9254b1502a9b0bfeb0cbe4d4cfbbe8fb,0x51fa5638b397022d2f58802560d0d025,0xb1d23509711b7b9a35c02be1ca059628,0x8f91b03bc7d25f3c80ed437998b28734,Dr. Henry Moore,B,Economics
ENG,Systems Engineering,202,0x9a6d96c837bafcd7556ee4784d56d29e,0x69c219cd237aba09286f4694d8693bef,0x20fd3411a4cfd909947736838acbbbb7,0x3f1823dfd5055788b90a7e309417edea,Dr. Henry Moore,B+,Mathematics
CAS,Computer Science,201,0x9a6d96c837bafcd7556ee4784d56d29e,0x69c219cd237aba09286f4694d8693bef,0x20fd3411a4cfd909947736838acbbbb7,0x3f1823dfd5055788b90a7e309417edea,Dr. Alice Smith,C,Mathematics
CAS,Economics,301,0x9a6d96c837bafcd7556ee4784d56d29e,0x69c219cd237aba09286f4694d8693bef,0x20fd3411a4cfd909947736838acbbbb7,0x3f1823dfd5055788b90a7e309417edea,Dr. Emma Davis,B+,Mathematics
CAS,Computer Science,101,0x9a6d96c837bafcd7556ee4784d56d29e,0x69c219cd237aba09286f4694d8693bef,0x20fd3411a4cfd909947736838acbbbb7,0x3f1823dfd5055788b90a7e309417edea,Dr. Frank Miller,C-,Mathematics
CAS,Economics,102,0x4a2042e35540e055aedcdccfc90938bd,0xbda8a24b984021dc47947e07666db575,0x5997498f1781efb51297b75c34d83b46,0x6d7902bd9f713a510d8086a93cf2237d,Dr. Grace Wilson,A-,Mechanical Engineering
ENG,Electrical and Computer Engineering,301,0x4a2042e35540e055aedcdccfc90938bd,0xbda8a24b984021dc47947e07666db575,0x5997498f1781efb51297b75c34d83b46,0x6d7902bd9f713a510d8086a93cf2237d,Dr. Henry Moore,C-,Mechanical Engineering
CAS,Computer Science,102,0x4a2042e35540e055aedcdccfc90938bd,0xbda8a24b984021dc47947e07666db575,0x5997498f1781efb51297b75c34d83b46,0x6d7902bd9f713a510d8086a93cf2237d,Dr. Emma Davis,F,Mechanical Engineering
CAS,Economics,202,0x4a2042e35540e055aedcdccfc90938bd,0xbda8a24b984021dc47947e07666db575,0x5997498f1781efb51297b75c34d83b46,0x6d7902bd9f713a510d8086a93cf2237d,Dr. Carol Williams,B,Mechanical Engineering
ENG,Electrical and Computer Engineering,302,0xb125ef8949b6f02b4ec6b0d91b7214,0xdbb3007cc7b68fb9d029b74337da3766,0x4ed45396321fb368a5e7f18446747f64,0x4f0d0ecca23c34d492d92b2307d153d6,Dr. Carol Williams,B,Electrical and Computer Engineering
CAS,English,201,0xb125ef8949b6f02b4ec6b0d91b7214,0xdbb3007cc7b68fb9d029b74337da3766,0x4ed45396321fb368a5e7f18446747f64,0x4f0d0ecca23c34d492d92b2307d153d6,Dr. Henry Moore,D,Electrical and Computer Engineering
CAS,English,301,0xb125ef8949b6f02b4ec6b0d91b7214,0xdbb3007cc7b68fb9d029b74337da3766,0x4ed45396321fb368a5e7f18446747f64,0x4f0d0ecca23c34d492d92b2307d153d6,Dr. Carol Williams,F,Electrical and Computer Engineering
ENG,Electrical and Computer Engineering,101,0xb125ef8949b6f02b4ec6b0d91b7214,0xdbb3007cc7b68fb9d029b74337da3766,0x4ed45396321fb368a5e7f18446747f64,0x4f0d0ecca23c34d492d92b2307d153d6,Dr. Carol Williams,B-,Electrical and Computer Engineering
ENG,Mechanical Engineering,102,0x19921e466f80334b0f2f6f3c463c98ba,0xcf7edecc8a54f56e30493c802ddbfea2,0x5f81437ee586fa3c034a9e3aa5041f5,0xacf77f8ca831d92ce80c6c3bc5af5839,Dr. Emma Davis,F,Electrical and Computer Engineering
CAS,English,101,0x19921e466f80334b0f2f6f3c463c98ba,0xcf7edecc8a54f56e30493c802ddbfea2,0x5f81437ee586fa3c034a9e3aa5041f5,0xacf77f8ca831d92ce80c6c3bc5af5839,Dr. Henry Moore,C,Electrical and Computer Engineering
ENG,Mechanical Engineering,302,0x19921e466f80334b0f2f6f3c463c98ba,0xcf7edecc8a54f56e30493c802ddbfea2,0x5f81437ee586fa3c034a9e3aa5041f5,0xacf77f8ca831d92ce80c6c3bc5af5839,Dr. Henry Moore,F,Electrical and Computer Engineering
ENG,Systems Engineering,101,0x19921e466f80334b0f2f6f3c463c98ba,0xcf7edecc8a54f56e30493c802ddbfea2,0x5f81437ee586fa3c034a9e3aa5041f5,0xacf77f8ca831d92ce80c6c3bc5af5839,Dr. Grace Wilson,C,Electrical and Computer Engineering
CAS,Mathematics,302,0xb56f1c8a5dcb568455269b8157c21d5d,0x2ed7ebeaf7beafd1b97f3fa1e47870b5,0x132fc9add6408c576925b21b27f2e7be,0x23888aa18b36d2b32ba35f3354c3aba4,Dr. Emma Davis,D,Electrical and Computer Engineering
CAS,Computer Science,595,0xb56f1c8a5dcb568455269b8157c21d5d,0x2ed7ebeaf7beafd1b97f3fa1e47870b5,0x132fc9add6408c576925b21b27f2e7be,0x23888aa18b36d2b32ba35f3354c3aba4,Dr. Alice Smith,C+,Electrical and Computer Engineering
CAS,Economics,202,0xb56f1c8a5dcb568455269b8157c21d5d,0x2ed7ebeaf7beafd1b97f3fa1e47870b5,0x132fc9add6408c576925b21b27f2e7be,0x23888aa18b36d2b32ba35f3354c3aba4,Dr. Carol Williams,B-,Electrical and Computer Engineering
CAS,English,302,0xb56f1c8a5dcb568455269b8157c21d5d,0x2ed7ebeaf7beafd1b97f3fa1e47870b5,0x132fc9add6408c576925b21b27f2e7be,0x23888aa18b36d2b32ba35f3354c3aba4,Dr. David Brown,A-,Electrical and Computer Engineering
CAS,English,302,0x4ee1cf658b8ba36f31397a38447a5c25,0xda771af2d587e06c001637cd49fc2d71,0xf0e24bdfbc231edaa421a231192c14d,0x418dc809f161e2e39a27c1e1a0947a96,Dr. David Brown,D,Computer Science
CAS,Computer Science,202,0x4ee1cf658b8ba36f31397a38447a5c25,0xda771af2d587e06c001637cd49fc2d71,0xf0e24bdfbc231edaa421a231192c14d,0x418dc809f161e2e39a27c1e1a0947a96,Dr. Alice Smith,C+,Computer Science
CAS,Economics,101,0x4ee1cf658b8ba36f31397a38447a5c25,0xda771af2d587e06c001637cd49fc2d71,0xf0e24bdfbc231edaa421a231192c14d,0x418dc809f161e2e39a27c1e1a0947a96,Dr. Emma Davis,B-,Computer Science
ENG,Electrical and Computer Engineering,201,0x4ee1cf658b8ba36f31397a38447a5c25,0xda771af2d587e06c001637cd49fc2d71,0xf0e24bdfbc231edaa421a231192c14d,0x418dc809f161e2e39a27c1e1a0947a96,Dr. Henry Moore,D,Computer Science
ENG,Biomedical Engineering,201,0x6fab574669616cd23bcfda78fe71e1fd,0x1ac42a0eff79e55fd98af154c58ce126,0x4894fcb5dac832bf9cadd98156ed02f3,0xb304e784bcf6e37ebd8575fa0e1dea0b,Dr. Henry Moore,A,Electrical and Computer Engineering
CAS,Computer Science,102,0x6fab574669616cd23bcfda78fe71e1fd,0x1ac42a0eff79e55fd98af154c58ce126,0x4894fcb5dac832bf9cadd98156ed02f3,0xb304e784bcf6e37ebd8575fa0e1dea0b,Dr. Emma Davis,B,Electrical and Computer Engineering
CAS,Computer Science,301,0x6fab574669616cd23bcfda78fe71e1fd,0x1ac42a0eff79e55fd98af154c58ce126,0x4894fcb5dac832bf9cadd98156ed02f3,0xb304e784bcf6e37ebd8575fa0e1dea0b,Dr. Carol Williams,C-,Electrical and Computer Engineering
CAS,Economics,301,0x6fab574669616cd23bcfda78fe71e1fd,0x1ac42a0eff79e55fd98af154c58ce126,0x4894fcb5dac832bf9cadd98156ed02f3,0xb304e784bcf6e37ebd8575fa0e1dea0b,Dr. Emma Davis,B,Electrical and Computer Engineering
ENG,Biomedical Engineering,201,0x6527772d8a6d0e822f68b788686bd98f,0x59c89a5badf39d2ddcc0c3fd69d80a5a,0xd6f144591983ba30b635dc5958e4aad2,0xc91d77037362c193a0c98a87757f92fa,Dr. Henry Moore,A,Electrical and Computer Engineering
ENG,Systems Engineering,101,0x6527772d8a6d0e822f68b788686bd98f,0x59c89a5badf39d2ddcc0c3fd69d80a5a,0xd6f144591983ba30b635dc5958e4aad2,0xc91d77037362c193a0c98a87757f92fa,Dr. Grace Wilson,C+,Electrical and Computer Engineering
ENG,Biomedical Engineering,101,0x6527772d8a6d0e822f68b788686bd98f,0x59c89a5badf39d2ddcc0c3fd69d80a5a,0xd6f144591983ba30b635dc5958e4aad2,0xc91d77037362c193a0c98a87757f92fa,Dr. Henry Moore,C+,Electrical and Computer Engineering
ENG,Systems Engineering,301,0x6527772d8a6d0e822f68b788686bd98f,0x59c89a5badf39d2ddcc0c3fd69d80a5a,0xd6f144591983ba30b635dc5958e4aad2,0xc91d77037362c193a0c98a87757f92fa,Dr. Carol Williams,F,Electrical and Computer Engineering
ENG,Electrical and Computer Engineering,302,0x42cc030e00f24fa0cb099ef5de5f1e71,0x2251c82bfb13ce62a56c90d2795ba978,0xd265332830fb2c9d6486e193b3e72982,0x8bdf3c1485d2b28616ed62013cceb5fd,Dr. Carol Williams,C+,Mechanical Engineering
ENG,Biomedical Engineering,201,0x42cc030e00f24fa0cb099ef5de5f1e71,0x2251c82bfb13ce62a56c90d2795ba978,0xd265332830fb2c9d6486e193b3e72982,0x8bdf3c1485d2b28616ed62013cceb5fd,Dr. Carol Williams,C+,Mechanical Engineering
ENG,Electrical and Computer Engineering,202,0x42cc030e00f24fa0cb099ef5de5f1e71,0x2251c82bfb13ce62a56c90d2795ba978,0xd265332830fb2c9d6486e193b3e72982,0x8bdf3c1485d2b28616ed62013cceb5fd,Dr. David Brown,F,Mechanical Engineering
CAS,English,201,0x42cc030e00f24fa0cb099ef5de5f1e71,0x2251c82bfb13ce62a56c90d2795ba978,0xd265332830fb2c9d6486e193b3e72982,0x8bdf3c1485d2b28616ed62013cceb5fd,Dr. Henry Moore,A-,Mechanical Engineering
CAS,English,102,0x71a7743d51d9128a1c604744970df896,0xe5f43c83e4a09d3d601100f6c14116f9,0x2eb68a873d0520963acd878fdf75f3df,0x10743d98c970263e66a5c2b702bca18d,Dr. David Brown,C+,Computer Science
CAS,Computer Science,595,0x71a7743d51d9128a1c604744970df896,0xe5f43c83e4a09d3d601100f6c14116f9,0x2eb68a873d0520963acd878fdf75f3df,0x10743d98c970263e66a5c2b702bca18d,Dr. Alice Smith,D,Computer Science
CAS,English,302,0x71a7743d51d9128a1c604744970df896,0xe5f43c83e4a09d3d601100f6c14116f9,0x2eb68a873d0520963acd878fdf75f3df,0x10743d98c970263e66a5c2b702bca18d,Dr. David Brown,B,Computer Science
CAS,Economics,201,0x71a7743d51d9128a1c604744970df896,0xe5f43c83e4a09d3d601100f6c14116f9,0x2eb68a873d0520963acd878fdf75f3df,0x10743d98c970263e66a5c2b702bca18d,Dr. Henry Moore,D,Computer Science
ENG,Systems Engineering,101,0x721e6733bb3c52963ff1a0176a707adc,0x2409493ac66c9f3e76a7a92c426ce358,0xd52c501d98c8a213e47888d0443122f6,0xee63c731980a6042764aee02a8acd08a,Dr. Grace Wilson,F,Systems Engineering
ENG,Mechanical Engineering,101,0x721e6733bb3c52963ff1a0176a707adc,0x2409493ac66c9f3e76a7a92c426ce358,0xd52c501d98c8a213e47888d0443122f6,0xee63c731980a6042764aee02a8acd08a,Dr. David Brown,B-,Systems Engineering
ENG,Systems Engineering,102,0x721e6733bb3c52963ff1a0176a707adc,0x2409493ac66c9f3e76a7a92c426ce358,0xd52c501d98c8a213e47888d0443122f6,0xee63c731980a6042764aee02a8acd08a,Dr. Alice Smith,D,Systems Engineering
ENG,Biomedical Engineering,302,0x721e6733bb3c52963ff1a0176a707adc,0x2409493ac66c9f3e76a7a92c426ce358,0xd52c501d98c8a213e47888d0443122f6,0xee63c731980a6042764aee02a8acd08a,Dr. Grace Wilson,F,Systems Engineering
CAS,Mathematics,201,0x11b16f12c9043083a82343341f21bacc,0xa4e7f8a47b2b113f23aca701ef2fa988,0xbe16719157c55a0d7ad6e121af4eed97,0x4d83176d3489c456a5649717227aa023,Dr. Frank Miller,C+,Mechanical Engineering
ENG,Biomedical Engineering,302,0x11b16f12c9043083a82343341f21bacc,0xa4e7f8a47b2b113f23aca701ef2fa988,0xbe16719157c55a0d7ad6e121af4eed97,0x4d83176d3489c456a5649717227aa023,Dr. Grace Wilson,C+,Mechanical Engineering
CAS,English,201,0x11b16f12c9043083a82343341f21bacc,0xa4e7f8a47b2b113f23aca701ef2fa988,0xbe16719157c55a0d7ad6e121af4eed97,0x4d83176d3489c456a5649717227aa023,Dr. Henry Moore,C-,Mechanical Engineering
CAS,Mathematics,301,0x11b16f12c9043083a82343341f21bacc,0xa4e7f8a47b2b113f23aca701ef2fa988,0xbe16719157c55a0d7ad6e121af4eed97,0x4d83176d3489c456a5649717227aa023,Dr. Bob Johnson,C+,Mechanical Engineering
ENG,Systems Engineering,201,0x6c5616838d817b958bbd77b2941b7fc5,0x99271ed714cc4e796e421cd2dbb21983,0xfe85a5ee98e64a114f0edfdb7db525,0x344be0fec8526c06b4acb42c847ce7c8,Dr. Grace Wilson,A-,Mechanical Engineering
CAS,English,202,0x6c5616838d817b958bbd77b2941b7fc5,0x99271ed714cc4e796e421cd2dbb21983,0xfe85a5ee98e64a114f0edfdb7db525,0x344be0fec8526c06b4acb42c847ce7c8,Dr. David Brown,A,Mechanical Engineering
CAS,Mathematics,202,0x6c5616838d817b958bbd77b2941b7fc5,0x99271ed714cc4e796e421cd2dbb21983,0xfe85a5ee98e64a114f0edfdb7db525,0x344be0fec8526c06b4acb42c847ce7c8,Dr. Carol Williams,C-,Mechanical Engineering
CAS,English,301,0x6c5616838d817b958bbd77b2941b7fc5,0x99271ed714cc4e796e421cd2dbb21983,0xfe85a5ee98e64a114f0edfdb7db525,0x344be0fec8526c06b4acb42c847ce7c8,Dr. Carol Williams,A,Mechanical Engineering
CAS,English,301,0xe3e9f42b6905b1bd8d511087781bf4cd,0x69e9081b44cc1b7cf2e9fb74edf3ea7,0xf1c468b389a871576b23f30c552b6c41,0x4a309009a11e5ce5bca375edd07524ab,Dr. Carol Williams,C+,English
CAS,Economics,102,0xe3e9f42b6905b1bd8d511087781bf4cd,0x69e9081b44cc1b7cf2e9fb74edf3ea7,0xf1c468b389a871576b23f30c552b6c41,0x4a309009a11e5ce5bca375edd07524ab,Dr. Carol Williams,A-,English
ENG,Systems Engineering,102,0xe3e9f42b6905b1bd8d511087781bf4cd,0x69e9081b44cc1b7cf2e9fb74edf3ea7,0xf1c468b389a871576b23f30c552b6c41,0x4a309009a11e5ce5bca375edd07524ab,Dr. Alice Smith,B,English
CAS,English,201,0xe3e9f42b6905b1bd8d511087781bf4cd,0x69e9081b44cc1b7cf2e9fb74edf3ea7,0xf1c468b389a871576b23f30c552b6c41,0x4a309009a11e5ce5bca375edd07524ab,Dr. Henry Moore,C-,English
CAS,Computer Science,202,0xb62a6597a49acd16049a463ac0129847,0xa1fffcdbc0056ecdc3dfb9540b92e0e9,0xc5f9b00f6e2a58bcf0df920a53a3238f,0xecea0d1937fa799d4e6709455bb0ce19,Dr. Alice Smith,C+,English
ENG,Systems Engineering,202,0xb62a6597a49acd16049a463ac0129847,0xa1fffcdbc0056ecdc3dfb9540b92e0e9,0xc5f9b00f6e2a58bcf0df920a53a3238f,0xecea0d1937fa799d4e6709455bb0ce19,Dr. Henry Moore,C-,English
CAS,English,101,0xb62a6597a49acd16049a463ac0129847,0xa1fffcdbc0056ecdc3dfb9540b92e0e9,0xc5f9b00f6e2a58bcf0df920a53a3238f,0xecea0d1937fa799d4e6709455bb0ce19,Dr. Henry Moore,B,English
ENG,Biomedical Engineering,102,0xb62a6597a49acd16049a463ac0129847,0xa1fffcdbc0056ecdc3dfb9540b92e0e9,0xc5f9b00f6e2a58bcf0df920a53a3238f,0xecea0d1937fa799d4e6709455bb0ce19,Dr. Henry Moore,C+,English
CAS,Economics,202,0x2ff59f62684bea22e3814d123046a467,0x5282fe40ab1f8e1dc09b7d0b2cef3deb,0xbd929554f5747d607ee784bdb0d0615,0xb79e8463c74e88c0336d03e3f3d4068c,Dr. Carol Williams,B-,Mathematics
ENG,Systems Engineering,201,0x2ff59f62684bea22e3814d123046a467,0x5282fe40ab1f8e1dc09b7d0b2cef3deb,0xbd929554f5747d607ee784bdb0d0615,0xb79e8463c74e88c0336d03e3f3d4068c,Dr. Grace Wilson,C-,Mathematics
ENG,Electrical and Computer Engineering,101,0x2ff59f62684bea22e3814d123046a467,0x5282fe40ab1f8e1dc09b7d0b2cef3deb,0xbd929554f5747d607ee784bdb0d0615,0xb79e8463c74e88c0336d03e3f3d4068c,Dr. Carol Williams,F,Mathematics
ENG,Biomedical Engineering,301,0x2ff59f62684bea22e3814d123046a467,0x5282fe40ab1f8e1dc09b7d0b2cef3deb,0xbd929554f5747d607ee784bdb0d0615,0xb79e8463c74e88c0336d03e3f3d4068c,Dr. Henry Moore,A-,Mathematics
ENG,Electrical and Computer Engineering,201,0x18b15ba9f36f3713a3c458ecfb53a94b,0x35991337046173e6406b5928afade10a,0x72a194a95476d97c1032b5153810b505,0xa32f27a3ca11d3ad2778af4f8a9a1de0,Dr. Alice Smith,B-,Mathematics
CAS,Computer Science,202,0x18b15ba9f36f3713a3c458ecfb53a94b,0x35991337046173e6406b5928afade10a,0x72a194a95476d97c1032b5153810b505,0xa32f27a3ca11d3ad2778af4f8a9a1de0,Dr. Alice Smith,A-,Mathematics
CAS,English,102,0x18b15ba9f36f3713a3c458ecfb53a94b,0x35991337046173e6406b5928afade10a,0x72a194a95476d97c1032b5153810b505,0xa32f27a3ca11d3ad2778af4f8a9a1de0,Dr. Alice Smith,A-,Mathematics
ENG,Mechanical Engineering,101,0x18b15ba9f36f3713a3c458ecfb53a94b,0x35991337046173e6406b5928afade10a,0x72a194a95476d97c1032b5153810b505,0xa32f27a3ca11d3ad2778af4f8a9a1de0,Dr. David Brown,D,Mathematics
ENG,Electrical and Computer Engineering,101,0x964f27ad4aab96a294e1f1d68853f958,0x703435e95c636700cb32b8b131ee6448,0x36d04debe4caf53d977dc337a8269715,0x1ad76dfd937097beda904cf2786bb97c,Dr. Carol Williams,C,Mathematics
CAS,Mathematics,202,0x964f27ad4aab96a294e1f1d68853f958,0x703435e95c636700cb32b8b131ee6448,0x36d04debe4caf53d977dc337a8269715,0x1ad76dfd937097beda904cf2786bb97c,Dr. Carol Williams,F,Mathematics
CAS,English,201,0x964f27ad4aab96a294e1f1d68853f958,0x703435e95c636700cb32b8b131ee6448,0x36d04debe4caf53d977dc337a8269715,0x1ad76dfd937097beda904cf2786bb97c,Dr. Henry Moore,C+,Mathematics
ENG,Biomedical Engineering,201,0x964f27ad4aab96a294e1f1d68853f958,0x703435e95c636700cb32b8b131ee6448,0x36d04debe4caf53d977dc337a8269715,0x1ad76dfd937097beda904cf2786bb97c,Dr. Carol Williams,C+,Mathematics
CAS,Mathematics,101,0x133afa54248b709069b33eb7fbfb99fa,0x7bde864ddd49db0c8c6041e278b7f11b,0xaf29cd2333358b16bd5e62639aa0d824,0xd9bab77dff4eb50b8a7866c42454277a,Dr. Bob Johnson,D,Biomedical Engineering
CAS,English,102,0x133afa54248b709069b33eb7fbfb99fa,0x7bde864ddd49db0c8c6041e278b7f11b,0xaf29cd2333358b16bd5e62639aa0d824,0xd9bab77dff4eb50b8a7866c42454277a,Dr. Alice Smith,C-,Biomedical Engineering
ENG,Mechanical Engineering,302,0x133afa54248b709069b33eb7fbfb99fa,0x7bde864ddd49db0c8c6041e278b7f11b,0xaf29cd2333358b16bd5e62639aa0d824,0xd9bab77dff4eb50b8a7866c42454277a,Dr. Henry Moore,A-,Biomedical Engineering
CAS,English,202,0x133afa54248b709069b33eb7fbfb99fa,0x7bde864ddd49db0c8c6041e278b7f11b,0xaf29cd2333358b16bd5e62639aa0d824,0xd9bab77dff4eb50b8a7866c42454277a,Dr. David Brown,C+,Biomedical Engineering
CAS,English,302,0xf44a42102e2ab3626ff9b2659dad6039,0x158bdbfee290c6a30910a7c01eb22f11,0x2c4371cec8907fea5f45fd67d6bbdbfe,0x498fb051ba0ded8764d6a619e5544935,Dr. David Brown,F,Systems Engineering
CAS,English,202,0xf44a42102e2ab3626ff9b2659dad6039,0x158bdbfee290c6a30910a7c01eb22f11,0x2c4371cec8907fea5f45fd67d6bbdbfe,0x498fb051ba0ded8764d6a619e5544935,Dr. Carol Williams,C-,Systems Engineering
CAS,English,101,0xf44a42102e2ab3626ff9b2659dad6039,0x158bdbfee290c6a30910a7c01eb22f11,0x2c4371cec8907fea5f45fd67d6bbdbfe,0x498fb051ba0ded8764d6a619e5544935,Dr. Henry Moore,D,Systems Engineering
ENG,Biomedical Engineering,201,0xf44a42102e2ab3626ff9b2659dad6039,0x158bdbfee290c6a30910a7c01eb22f11,0x2c4371cec8907fea5f45fd67d6bbdbfe,0x498fb051ba0ded8764d6a619e5544935,Dr. Henry Moore,F,Systems Engineering
ENG,Biomedical Engineering,302,0xc7a6c6adb67b1989a7ad0d44a4199e7,0x52365d08b7c34b6f555aafcb1f248579,0x8d640e9df1c81b98852f86f3f5f340ec,0x628135cc5392f7913b2645ca38268fb7,Dr. Grace Wilson,C,Systems Engineering
ENG,Systems Engineering,302,0xc7a6c6adb67b1989a7ad0d44a4199e7,0x52365d08b7c34b6f555aafcb1f248579,0x8d640e9df1c81b98852f86f3f5f340ec,0x628135cc5392f7913b2645ca38268fb7,Dr. Henry Moore,A,Systems Engineering
ENG,Mechanical Engineering,102,0xc7a6c6adb67b1989a7ad0d44a4199e7,0x52365d08b7c34b6f555aafcb1f248579,0x8d640e9df1c81b98852f86f3f5f340ec,0x628135cc5392f7913b2645ca38268fb7,Dr. Emma Davis,B,Systems Engineering
ENG,Biomedical Engineering,102,0xc7a6c6adb67b1989a7ad0d44a4199e7,0x52365d08b7c34b6f555aafcb1f248579,0x8d640e9df1c81b98852f86f3f5f340ec,0x628135cc5392f7913b2645ca38268fb7,Dr. Henry Moore,F,Systems Engineering
CAS,Mathematics,301,0xe521d61c3444e6f1e55cc108c54ce127,0x103df70af413e4a69838186225f08ae1,0x1de75222a0fc393b2ce7fd8d9210d51a,0xab111119e734fd14ff86965879d57a5f,Dr. Bob Johnson,C-,English
CAS,Economics,101,0xe521d61c3444e6f1e55cc108c54ce127,0x103df70af413e4a69838186225f08ae1,0x1de75222a0fc393b2ce7fd8d9210d51a,0xab111119e734fd14ff86965879d57a5f,Dr. Emma Davis,B+,English
